 "subject" , "predicate" , "object" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#sourceRow" , "b1" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#sourceRow" , "b2" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#sourceRow" , "b3" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b31" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b32" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b33" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b34" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b35" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b36" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b37" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b38" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://data.openbudgets.eu/fdptordf#valueOf" , "b39" ,
 "http://data.openbudgets.eu/datasets/esif2014-Total_Amount/Title/Austria%20-%20Rural%20Development%20Programme%20%28National%29" , "http://www.w3.org/2004/02/skos/core#notation" , "Austria - Rural Development Programme (National)" ,
