 year , adminClass , economicClass , budgetPhase , sum ,
nom,nom,nom,nom,target,
 2014 , 35 , 7111 , reserved , 0.0 ,
 2014 , 50 , 6312 , approved , 0.0 ,
 2013 , 35 , 6653 , revised , 0.0 ,
 2013 , 00 , 6221 , executed , 8865.0 ,
 2013 , 15 , 6231 , executed , 0.0 ,
 2013 , 25 , 6063 , reserved , 0.0 ,
 2014 , 90 , missing , executed , 0.0 ,
 2014 , 25 , 6471 , approved , 0.0 ,
 2013 , 70 , 7336 , reserved , 0.0 ,
 2013 , 35 , 6041 , reserved , 0.0 ,
 2014 , 20 , 6644 , revised , 15000.0 ,
 2015 , 70 , 7334 , reserved , 0.0 ,
 2014 , 20 , 7121 , reserved , 0.0 ,
 2014 , 15 , 6236 , executed , 7272.0 ,
 2015 , 20 , 7122 , reserved , 0.0 ,
 2014 , 70 , 7333 , reserved , 0.0 ,
 2015 , 30 , 6651 , revised , 0.0 ,
 2015 , 00 , 6222 , executed , 17130.5 ,
 2013 , 20 , 6054 , reserved , 85893.63 ,
 2014 , 45 , 6621 , revised , 0.0 ,
 2014 , 35 , 7112 , reserved , 0.0 ,
 2014 , 00 , 6223 , executed , 9101.51 ,
 2015 , 35 , 6654 , revised , 0.0 ,
 2015 , 30 , 6042 , reserved , 0.0 ,
 2015 , 50 , 6312 , approved , 0.0 ,
 2015 , 35 , 7111 , reserved , 0.0 ,
 2013 , 35 , 6652 , revised , 0.0 ,
 2015 , 25 , 6471 , approved , 0.0 ,
 2013 , 70 , 7335 , reserved , 0.0 ,
 2015 , 90 , missing , executed , 0.0 ,
 2013 , 25 , 6062 , reserved , 0.0 ,
 2015 , 20 , 6644 , revised , 0.0 ,
 2013 , 00 , 6053 , approved , 19683.32 ,
 2013 , 10 , 6051 , approved , 185432.78 ,
 2014 , 20 , 7122 , reserved , 0.0 ,
 2015 , 15 , 6236 , executed , 0.0 ,
 2015 , 20 , 7121 , reserved , 0.0 ,
 2014 , 70 , 7334 , reserved , 0.0 ,
 2014 , 30 , 6651 , revised , 0.0 ,
 2015 , 70 , 7333 , reserved , 0.0 ,
 2013 , 00 , 6481 , executed , 0.0 ,
 2014 , 45 , 6622 , revised , 0.0 ,
 2015 , 40 , 6323 , approved , 0.0 ,
 2015 , 40 , 7521 , approved , 0.0 ,
 2013 , 25 , 6021 , executed , 0.0 ,
 2013 , 25 , 6212 , approved , 0.0 ,
 2013 , 70 , 6261 , reserved , 0.0 ,
 2015 , 70 , 6263 , reserved , 0.0 ,
 2013 , 70 , 6699 , revised , 0.0 ,
 2013 , 50 , 6631 , revised , 0.0 ,
 2015 , 10 , 6422 , draft , 7500.0 ,
 2014 , 10 , 6423 , draft , 0.0 ,
 2015 , 10 , 6461 , reserved , 2000.0 ,
 2014 , 25 , 6473 , approved , 0.0 ,
 2015 , 25 , 6472 , approved , 0.0 ,
 2014 , 70 , 6262 , reserved , 0.0 ,
 2015 , 45 , 6622 , revised , 0.0 ,
 2014 , 40 , 6323 , approved , 0.0 ,
 2014 , 40 , 7521 , approved , 0.0 ,
 2013 , 50 , 7135 , reserved , 0.0 ,
 2014 , 70 , 6263 , reserved , 0.0 ,
 2013 , 25 , 6213 , approved , 0.0 ,
 2014 , 10 , 6422 , draft , 3000.0 ,
 2014 , 10 , 6461 , reserved , 656.08 ,
 2015 , 10 , 6423 , draft , 0.0 ,
 2014 , 25 , 6472 , approved , 0.0 ,
 2015 , 25 , 6473 , approved , 0.0 ,
 2015 , 70 , 6262 , reserved , 0.0 ,
 2013 , 25 , 7411 , approved , 0.0 ,
 2013 , 20 , 7412 , approved , 0.0 ,
 2013 , 50 , 6634 , revised , 0.0 ,
 2015 , 15 , 6682 , draft , 2000.0 ,
 2013 , 50 , 7134 , reserved , 0.0 ,
 2013 , 50 , 6633 , revised , 0.0 ,
 2014 , 70 , 6264 , reserved , 0.0 ,
 2014 , 00 , 6431 , draft , 5000.0 ,
 2013 , 45 , 6323 , approved , 0.0 ,
 2014 , 50 , 7131 , reserved , 0.0 ,
 2015 , 70 , 6265 , reserved , 0.0 ,
 2015 , 10 , 6463 , reserved , 6000.0 ,
 2014 , 10 , 6462 , reserved , 9759.56 ,
 2015 , 25 , 6474 , approved , 0.0 ,
 2013 , 45 , 7521 , approved , 0.0 ,
 2015 , 50 , 7132 , reserved , 0.0 ,
 2013 , 15 , 6681 , draft , 0.0 ,
 2013 , 20 , 7413 , approved , 0.0 ,
 2013 , 25 , 6022 , executed , 0.0 ,
 2014 , 15 , 6682 , draft , 0.0 ,
 2013 , 50 , 6632 , revised , 0.0 ,
 2013 , 40 , 6622 , revised , 0.0 ,
 2015 , 70 , 6264 , reserved , 0.0 ,
 2013 , 50 , 7133 , reserved , 0.0 ,
 2014 , 70 , 6265 , reserved , 0.0 ,
 2015 , 50 , 7131 , reserved , 0.0 ,
 2015 , 00 , 6431 , draft , 0.0 ,
 2014 , 10 , 6463 , reserved , 3100.83 ,
 2013 , 25 , 6211 , approved , 0.0 ,
 2015 , 10 , 6462 , reserved , 10000.0 ,
 2014 , 25 , 6474 , approved , 0.0 ,
 2014 , 50 , 7132 , reserved , 0.0 ,
 2013 , 15 , 6682 , draft , 1500.0 ,
 2015 , 50 , 6634 , revised , 0.0 ,
 2014 , 25 , 6022 , executed , 0.0 ,
 2014 , 20 , 7413 , approved , 0.0 ,
 2014 , 15 , 6681 , draft , 0.0 ,
 2015 , 20 , 7412 , approved , 0.0 ,
 2013 , 50 , 7132 , reserved , 0.0 ,
 2015 , 45 , 7521 , approved , 0.0 ,
 2013 , 25 , 6474 , approved , 0.0 ,
 2014 , 25 , 6211 , approved , 0.0 ,
 2013 , 10 , 6463 , reserved , 5439.84 ,
 2013 , 70 , 6265 , reserved , 0.0 ,
 2014 , 50 , 7133 , reserved , 0.0 ,
 2015 , 45 , 6323 , approved , 0.0 ,
 2014 , 40 , 6622 , revised , 0.0 ,
 2014 , 50 , 6632 , revised , 0.0 ,
 2015 , 50 , 6633 , revised , 0.0 ,
 2015 , 50 , 7134 , reserved , 0.0 ,
 2014 , 50 , 6634 , revised , 0.0 ,
 2015 , 25 , 6022 , executed , 0.0 ,
 2015 , 20 , 7413 , approved , 0.0 ,
 2014 , 20 , 7412 , approved , 0.0 ,
 2015 , 15 , 6681 , draft , 0.0 ,
 2014 , 45 , 7521 , approved , 0.0 ,
 2015 , 10 , 6331 , reserved , 0.0 ,
 2013 , 10 , 6462 , reserved , 2189.4 ,
 2015 , 25 , 6211 , approved , 0.0 ,
 2013 , 50 , 7131 , reserved , 0.0 ,
 2014 , 45 , 6323 , approved , 0.0 ,
 2015 , 50 , 7133 , reserved , 0.0 ,
 2013 , 00 , 6431 , draft , 5000.0 ,
 2013 , 70 , 6264 , reserved , 0.0 ,
 2014 , 50 , 7134 , reserved , 0.0 ,
 2014 , 50 , 6633 , revised , 0.0 ,
 2015 , 50 , 6632 , revised , 0.0 ,
 2015 , 40 , 6622 , revised , 0.0 ,
 2015 , 25 , 6021 , executed , 0.0 ,
 2013 , 40 , 7521 , approved , 0.0 ,
 2013 , 40 , 6323 , approved , 0.0 ,
 2015 , 00 , 6481 , executed , 0.0 ,
 2014 , 25 , 7411 , approved , 0.0 ,
 2013 , 25 , 6472 , approved , 0.0 ,
 2013 , 10 , 6461 , reserved , 697.41 ,
 2013 , 10 , 6422 , draft , 1500.0 ,
 2015 , 50 , 6631 , revised , 0.0 ,
 2015 , 70 , 6699 , revised , 0.0 ,
 2014 , 25 , 6213 , approved , 0.0 ,
 2015 , 25 , 6212 , approved , 0.0 ,
 2013 , 70 , 6263 , reserved , 0.0 ,
 2014 , 50 , 7135 , reserved , 0.0 ,
 2015 , 70 , 6261 , reserved , 0.0 ,
 2014 , 25 , 6021 , executed , 0.0 ,
 2013 , 45 , 6622 , revised , 0.0 ,
 2014 , 00 , 6481 , executed , 0.0 ,
 2013 , 70 , 6262 , reserved , 0.0 ,
 2015 , 25 , 7411 , approved , 0.0 ,
 2013 , 25 , 6473 , approved , 0.0 ,
 2013 , 10 , 6423 , draft , 0.0 ,
 2014 , 70 , 6699 , revised , 0.0 ,
 2014 , 50 , 6631 , revised , 0.0 ,
 2014 , 70 , 6261 , reserved , 0.0 ,
 2015 , 50 , 7135 , reserved , 0.0 ,
 2014 , 25 , 6212 , approved , 0.0 ,
 2015 , 25 , 6213 , approved , 0.0 ,
 2013 , 35 , 6481 , revised , 0.0 ,
 2013 , 15 , 6323 , draft , 0.0 ,
 2014 , 50 , 6111 , revised , 0.0 ,
 2015 , 50 , 6112 , revised , 0.0 ,
 2013 , 70 , 6614 , reserved , 0.0 ,
 2013 , 15 , 7521 , draft , 0.0 ,
 2014 , 70 , 6615 , reserved , 0.0 ,
 2015 , 15 , 6671 , reserved , 0.0 ,
 2014 , 50 , 6055 , draft , 0.0 ,
 2015 , 50 , 6054 , draft , 0.0 ,
 2013 , 50 , 6114 , revised , 0.0 ,
 2013 , 10 , 6021 , revised , 251600.0 ,
 2013 , 45 , 6253 , revised , 0.0 ,
 2014 , 30 , 6482 , revised , 0.0 ,
 2013 , 50 , 7121 , draft , 0.0 ,
 2015 , 40 , 6251 , revised , 0.0 ,
 2014 , 50 , 6244 , revised , 0.0 ,
 2014 , 35 , 6673 , approved , 0.0 ,
 2015 , 35 , 6672 , approved , 0.0 ,
 2015 , 00 , 7513 , draft , 0.0 ,
 2015 , 25 , 6662 , approved , 0.0 ,
 2015 , 45 , 6682 , approved , 0.0 ,
 2015 , 30 , 6483 , revised , 0.0 ,
 2013 , 50 , 7312 , revised , 0.0 ,
 2015 , 50 , 6245 , revised , 0.0 ,
 2013 , 70 , 6613 , reserved , 0.0 ,
 2014 , 50 , 6112 , revised , 0.0 ,
 2015 , 50 , 6111 , revised , 0.0 ,
 2014 , 15 , 6671 , reserved , 0.0 ,
 2015 , 70 , 6615 , reserved , 0.0 ,
 2013 , 30 , 6671 , approved , 10845.78 ,
 2014 , 50 , 6054 , draft , 0.0 ,
 2015 , 50 , 6055 , draft , 0.0 ,
 2013 , 45 , 6252 , revised , 0.0 ,
 2015 , 30 , 6482 , revised , 0.0 ,
 2013 , 45 , 6681 , approved , 0.0 ,
 2013 , 50 , 7122 , draft , 0.0 ,
 2014 , 40 , 6251 , revised , 0.0 ,
 2013 , 70 , 6162 , draft , 0.0 ,
 2014 , 35 , 6672 , approved , 9845.12 ,
 2014 , 00 , 7513 , draft , 0.0 ,
 2015 , 35 , 6673 , approved , 0.0 ,
 2013 , 50 , 7311 , revised , 0.0 ,
 2015 , 50 , 6244 , revised , 0.0 ,
 2014 , 25 , 6662 , approved , 0.0 ,
 2014 , 45 , 6682 , approved , 0.0 ,
 2014 , 30 , 6483 , revised , 0.0 ,
 2014 , 50 , 6245 , revised , 0.0 ,
 2013 , 10 , 6414 , reserved , 0.0 ,
 2014 , 40 , 6681 , approved , 0.0 ,
 2013 , 45 , 6251 , revised , 0.0 ,
 2014 , 20 , 6661 , approved , 0.0 ,
 2013 , 70 , 6612 , reserved , 0.0 ,
 2015 , 50 , 6052 , draft , 0.0 ,
 2013 , 30 , 6672 , approved , 0.0 ,
 2014 , 15 , 6672 , reserved , 0.0 ,
 2015 , 15 , 6673 , reserved , 0.0 ,
 2013 , 35 , 6483 , revised , 0.0 ,
 2013 , 40 , 6682 , approved , 0.0 ,
 2015 , 10 , 6411 , reserved , 0.0 ,
 2015 , 30 , 6481 , revised , 0.0 ,
 2015 , 50 , 6243 , revised , 0.0 ,
 2013 , 70 , 6611 , reserved , 0.0 ,
 2014 , 40 , 6252 , revised , 0.0 ,
 2014 , 00 , 6526 , executed , 0.0 ,
 2014 , 50 , 6242 , revised , 0.0 ,
 2015 , 40 , 6253 , revised , 0.0 ,
 2015 , 00 , 6527 , executed , 0.0 ,
 2013 , 00 , 6311 , draft , 0.0 ,
 2013 , 00 , 6444 , draft , 0.0 ,
 2014 , 35 , 6671 , approved , 2255.6 ,
 2013 , 10 , 6321 , draft , 1000.0 ,
 2013 , 10 , 6413 , reserved , 0.0 ,
 2013 , 35 , 6482 , revised , 0.0 ,
 2015 , 40 , 6681 , approved , 0.0 ,
 2014 , 50 , 6052 , draft , 0.0 ,
 2015 , 20 , 6661 , approved , 0.0 ,
 2014 , 15 , 6673 , reserved , 0.0 ,
 2015 , 15 , 6672 , reserved , 0.0 ,
 2013 , 30 , 6673 , approved , 0.0 ,
 2013 , 50 , 6115 , revised , 0.0 ,
 2013 , 10 , 6022 , revised , 2000.0 ,
 2013 , 20 , 6718 , executed , 0.0 ,
 2014 , 30 , 6481 , revised , 0.0 ,
 2014 , 10 , 6411 , reserved , 0.0 ,
 2014 , 50 , 6243 , revised , 0.0 ,
 2013 , 00 , 6312 , draft , 7000.0 ,
 2013 , 10 , 6322 , draft , 0.0 ,
 2015 , 35 , 6671 , approved , 200.0 ,
 2014 , 40 , 6253 , revised , 0.0 ,
 2014 , 00 , 6527 , executed , 0.0 ,
 2015 , 40 , 6252 , revised , 0.0 ,
 2015 , 50 , 6242 , revised , 0.0 ,
 2015 , 00 , 6526 , executed , 0.0 ,
 2013 , 10 , 6412 , reserved , 184.5 ,
 2015 , 35 , 6483 , revised , 0.0 ,
 2015 , 40 , 6682 , approved , 0.0 ,
 2014 , 10 , 6022 , revised , 5345.0 ,
 2014 , 50 , 6115 , revised , 0.0 ,
 2014 , 30 , 6673 , approved , 0.0 ,
 2015 , 30 , 6672 , approved , 0.0 ,
 2013 , 15 , 6673 , reserved , 0.0 ,
 2013 , 50 , 6052 , draft , 0.0 ,
 2015 , 70 , 6612 , reserved , 0.0 ,
 2014 , 35 , 6482 , revised , 0.0 ,
 2015 , 10 , 6414 , reserved , 0.0 ,
 2015 , 45 , 6251 , revised , 0.0 ,
 2014 , 10 , 6412 , reserved , 0.0 ,
 2015 , 10 , 6413 , reserved , 0.0 ,
 2015 , 10 , 6321 , draft , 2000.0 ,
 2013 , 00 , 6527 , executed , 0.0 ,
 2013 , 40 , 6253 , revised , 0.0 ,
 2015 , 70 , 6611 , reserved , 0.0 ,
 2014 , 00 , 6312 , draft , 5000.0 ,
 2014 , 10 , 6322 , draft , 0.0 ,
 2015 , 00 , 6311 , draft , 25000.0 ,
 2015 , 00 , 6444 , draft , 5000.0 ,
 2013 , 50 , 6243 , revised , 0.0 ,
 2013 , 30 , 6481 , revised , 0.0 ,
 2013 , 10 , 6411 , reserved , 0.0 ,
 2014 , 20 , 6718 , executed , 0.0 ,
 2015 , 10 , 6022 , revised , 4479.85 ,
 2014 , 35 , 6483 , revised , 0.0 ,
 2014 , 40 , 6682 , approved , 0.0 ,
 2015 , 50 , 6115 , revised , 0.0 ,
 2013 , 15 , 6672 , reserved , 0.0 ,
 2014 , 30 , 6672 , approved , 231.24 ,
 2015 , 30 , 6673 , approved , 0.0 ,
 2014 , 70 , 6612 , reserved , 0.0 ,
 2013 , 20 , 6661 , approved , 0.0 ,
 2014 , 45 , 6251 , revised , 0.0 ,
 2013 , 40 , 6681 , approved , 0.0 ,
 2014 , 10 , 6414 , reserved , 0.0 ,
 2015 , 35 , 6482 , revised , 0.0 ,
 2014 , 10 , 6413 , reserved , 0.0 ,
 2015 , 10 , 6412 , reserved , 0.0 ,
 2014 , 10 , 6321 , draft , 2000.0 ,
 2013 , 35 , 6671 , approved , 0.0 ,
 2014 , 00 , 6311 , draft , 25000.0 ,
 2014 , 00 , 6444 , draft , 0.0 ,
 2015 , 10 , 6322 , draft , 0.0 ,
 2015 , 00 , 6312 , draft , 5000.0 ,
 2013 , 00 , 6526 , executed , 0.0 ,
 2013 , 50 , 6242 , revised , 0.0 ,
 2013 , 40 , 6252 , revised , 0.0 ,
 2014 , 70 , 6611 , reserved , 0.0 ,
 2015 , 20 , 6718 , executed , 0.0 ,
 2015 , 50 , 6114 , revised , 0.0 ,
 2014 , 45 , 6252 , revised , 0.0 ,
 2015 , 10 , 6021 , revised , 241970.55 ,
 2015 , 45 , 6253 , revised , 0.0 ,
 2013 , 50 , 6054 , draft , 0.0 ,
 2014 , 30 , 6671 , approved , 48932.32 ,
 2015 , 15 , 7521 , draft , 0.0 ,
 2013 , 15 , 6671 , reserved , 0.0 ,
 2013 , 50 , 6112 , revised , 0.0 ,
 2015 , 15 , 6323 , draft , 0.0 ,
 2015 , 70 , 6614 , reserved , 0.0 ,
 2014 , 70 , 6613 , reserved , 0.0 ,
 2015 , 35 , 6481 , revised , 0.0 ,
 2013 , 50 , 6245 , revised , 0.0 ,
 2015 , 50 , 7312 , revised , 0.0 ,
 2013 , 30 , 6483 , revised , 0.0 ,
 2013 , 25 , 6662 , approved , 0.0 ,
 2013 , 45 , 6682 , approved , 0.0 ,
 2014 , 50 , 7311 , revised , 0.0 ,
 2013 , 35 , 6672 , approved , 8148.42 ,
 2013 , 00 , 7513 , draft , 100000.0 ,
 2014 , 70 , 6162 , draft , 0.0 ,
 2013 , 40 , 6251 , revised , 0.0 ,
 2014 , 50 , 7122 , draft , 0.0 ,
 2015 , 50 , 7121 , draft , 0.0 ,
 2014 , 45 , 6681 , approved , 0.0 ,
 2014 , 45 , 6253 , revised , 0.0 ,
 2014 , 10 , 6021 , revised , 275600.0 ,
 2015 , 45 , 6252 , revised , 0.0 ,
 2014 , 50 , 6114 , revised , 0.0 ,
 2013 , 50 , 6055 , draft , 0.0 ,
 2013 , 70 , 6615 , reserved , 0.0 ,
 2014 , 15 , 7521 , draft , 0.0 ,
 2015 , 30 , 6671 , approved , 14130.51 ,
 2014 , 70 , 6614 , reserved , 0.0 ,
 2013 , 50 , 6111 , revised , 0.0 ,
 2014 , 15 , 6323 , draft , 0.0 ,
 2015 , 70 , 6613 , reserved , 0.0 ,
 2014 , 35 , 6481 , revised , 0.0 ,
 2014 , 50 , 7312 , revised , 0.0 ,
 2013 , 35 , 6673 , approved , 0.0 ,
 2013 , 50 , 6244 , revised , 0.0 ,
 2015 , 50 , 7311 , revised , 0.0 ,
 2015 , 70 , 6162 , draft , 0.0 ,
 2015 , 45 , 6681 , approved , 0.0 ,
 2014 , 50 , 7121 , draft , 0.0 ,
 2015 , 50 , 7122 , draft , 0.0 ,
 2013 , 30 , 6482 , revised , 0.0 ,
 2013 , 35 , 7421 , revised , 0.0 ,
 2014 , 45 , 6254 , revised , 0.0 ,
 2015 , 45 , 6255 , revised , 0.0 ,
 2013 , 45 , 7326 , revised , 107790.00 ,
 2013 , 00 , 6522 , executed , 0.0 ,
 2013 , 40 , 6042 , draft , 0.0 ,
 2013 , 45 , 7111 , draft , 0.0 ,
 2013 , 20 , 7135 , draft , 98200.0 ,
 2013 , 00 , 6823 , approved , 0.0 ,
 2014 , 40 , 7323 , revised , 0.0 ,
 2015 , 40 , 7324 , revised , 0.0 ,
 2015 , 80 , 8123 , executed , 0.0 ,
 2014 , 30 , 7422 , revised , 0.0 ,
 2015 , 30 , 7423 , revised , 0.0 ,
 2013 , 40 , 7322 , revised , 0.0 ,
 2015 , 20 , 6231 , revised , 0.0 ,
 2014 , 45 , 6041 , draft , 0.0 ,
 2015 , 25 , 6072 , draft , 0.0 ,
 2013 , 50 , 6691 , approved , 0.0 ,
 2014 , 45 , 6255 , revised , 0.0 ,
 2015 , 45 , 6254 , revised , 0.0 ,
 2013 , 45 , 7325 , revised , 0.0 ,
 2013 , 00 , 6521 , executed , 0.0 ,
 2013 , 45 , 7112 , draft , 0.0 ,
 2014 , 40 , 7324 , revised , 0.0 ,
 2015 , 40 , 7323 , revised , 0.0 ,
 2013 , 30 , 6484 , revised , 0.0 ,
 2014 , 80 , 8123 , executed , 0.0 ,
 2013 , 20 , 6236 , revised , 0.0 ,
 2013 , 15 , 6644 , executed , 0.0 ,
 2014 , 30 , 7423 , revised , 0.0 ,
 2015 , 30 , 7422 , revised , 0.0 ,
 2013 , 40 , 7321 , revised , 0.0 ,
 2014 , 20 , 6231 , revised , 0.0 ,
 2014 , 25 , 6072 , draft , 0.0 ,
 2015 , 45 , 6041 , draft , 0.0 ,
 2014 , 35 , 6484 , revised , 0.0 ,
 2013 , 35 , 7423 , revised , 0.0 ,
 2013 , 45 , 7324 , revised , 0.0 ,
 2014 , 45 , 7321 , revised , 0.0 ,
 2015 , 45 , 7322 , revised , 0.0 ,
 2013 , 50 , 6692 , approved , 0.0 ,
 2015 , 30 , 7421 , revised , 0.0 ,
 2013 , 20 , 7133 , draft , 10000.0 ,
 2013 , 00 , 6821 , approved , 521.01 ,
 2014 , 40 , 7325 , revised , 0.0 ,
 2015 , 40 , 7326 , revised , 0.0 ,
 2015 , 20 , 7131 , draft , 0.0 ,
 2013 , 50 , 6241 , revised , 0.0 ,
 2014 , 80 , 8122 , executed , 0.0 ,
 2013 , 00 , 6525 , executed , 0.0 ,
 2013 , 40 , 6255 , revised , 0.0 ,
 2013 , 20 , 6235 , revised , 0.0 ,
 2013 , 15 , 6643 , executed , 0.0 ,
 2014 , 40 , 7112 , draft , 0.0 ,
 2015 , 40 , 7111 , draft , 0.0 ,
 2015 , 15 , 6641 , executed , 0.0 ,
 2015 , 80 , 8121 , executed , 0.0 ,
 2014 , 20 , 7132 , draft , 0.0 ,
 2014 , 20 , 6232 , revised , 0.0 ,
 2015 , 20 , 6233 , revised , 0.0 ,
 2015 , 45 , 6042 , draft , 0.0 ,
 2015 , 35 , 6484 , revised , 0.0 ,
 2013 , 45 , 7323 , revised , 0.0 ,
 2013 , 35 , 7422 , revised , 0.0 ,
 2013 , 00 , 6523 , executed , 0.0 ,
 2013 , 40 , 6041 , draft , 0.0 ,
 2014 , 45 , 7322 , revised , 0.0 ,
 2015 , 45 , 7321 , revised , 0.0 ,
 2013 , 50 , 6693 , approved , 0.0 ,
 2013 , 20 , 7134 , draft , 0.0 ,
 2014 , 30 , 7421 , revised , 0.0 ,
 2013 , 00 , 6822 , approved , 0.0 ,
 2014 , 40 , 7326 , revised , 0.0 ,
 2014 , 20 , 7131 , draft , 0.0 ,
 2015 , 40 , 7325 , revised , 0.0 ,
 2015 , 80 , 8122 , executed , 0.0 ,
 2013 , 15 , 6642 , executed , 0.0 ,
 2013 , 20 , 6234 , revised , 5000.0 ,
 2013 , 00 , 6524 , executed , 0.0 ,
 2013 , 40 , 6254 , revised , 0.0 ,
 2015 , 40 , 7112 , draft , 0.0 ,
 2014 , 80 , 8121 , executed , 0.0 ,
 2014 , 15 , 6641 , executed , 0.0 ,
 2014 , 40 , 7111 , draft , 0.0 ,
 2015 , 20 , 7132 , draft , 150000.0 ,
 2014 , 20 , 6233 , revised , 15000.0 ,
 2014 , 45 , 6042 , draft , 0.0 ,
 2015 , 20 , 6232 , revised , 0.0 ,
 2014 , 50 , 6693 , approved , 0.0 ,
 2015 , 50 , 6692 , approved , 0.0 ,
 2013 , 45 , 7322 , revised , 0.0 ,
 2014 , 40 , 6041 , draft , 0.0 ,
 2014 , 00 , 6523 , executed , 0.0 ,
 2014 , 35 , 7422 , revised , 0.0 ,
 2014 , 45 , 7323 , revised , 0.0 ,
 2015 , 45 , 7324 , revised , 0.0 ,
 2015 , 35 , 7423 , revised , 0.0 ,
 2013 , 20 , 6233 , revised , 15000.0 ,
 2013 , 45 , 6042 , draft , 0.0 ,
 2013 , 40 , 7111 , draft , 0.0 ,
 2013 , 15 , 6641 , executed , 0.0 ,
 2013 , 80 , 8121 , executed , 0.0 ,
 2014 , 20 , 6234 , revised , 0.0 ,
 2014 , 40 , 6254 , revised , 0.0 ,
 2014 , 00 , 6524 , executed , 0.0 ,
 2015 , 40 , 6255 , revised , 0.0 ,
 2015 , 20 , 6235 , revised , 0.0 ,
 2015 , 00 , 6525 , executed , 0.0 ,
 2015 , 15 , 6643 , executed , 0.0 ,
 2014 , 15 , 6642 , executed , 0.0 ,
 2015 , 50 , 6241 , revised , 0.0 ,
 2013 , 40 , 7326 , revised , 0.0 ,
 2013 , 20 , 7131 , draft , 0.0 ,
 2014 , 00 , 6822 , approved , 0.0 ,
 2015 , 20 , 7133 , draft , 0.0 ,
 2015 , 00 , 6821 , approved , 250.0 ,
 2013 , 30 , 7421 , revised , 0.0 ,
 2014 , 20 , 7134 , draft , 0.0 ,
 2014 , 50 , 6692 , approved , 0.0 ,
 2015 , 50 , 6693 , approved , 0.0 ,
 2013 , 45 , 7321 , revised , 0.0 ,
 2015 , 40 , 6041 , draft , 0.0 ,
 2015 , 00 , 6523 , executed , 0.0 ,
 2014 , 35 , 7423 , revised , 0.0 ,
 2014 , 45 , 7324 , revised , 0.0 ,
 2015 , 45 , 7323 , revised , 0.0 ,
 2015 , 35 , 7422 , revised , 0.0 ,
 2013 , 35 , 6484 , revised , 0.0 ,
 2013 , 20 , 6232 , revised , 0.0 ,
 2013 , 20 , 7132 , draft , 145000.0 ,
 2013 , 40 , 7112 , draft , 0.0 ,
 2014 , 00 , 6525 , executed , 0.0 ,
 2014 , 40 , 6255 , revised , 0.0 ,
 2014 , 20 , 6235 , revised , 0.0 ,
 2014 , 15 , 6643 , executed , 0.0 ,
 2015 , 20 , 6234 , revised , 0.0 ,
 2015 , 00 , 6524 , executed , 0.0 ,
 2015 , 40 , 6254 , revised , 0.0 ,
 2013 , 80 , 8122 , executed , 0.0 ,
 2014 , 50 , 6241 , revised , 0.0 ,
 2015 , 15 , 6642 , executed , 0.0 ,
 2013 , 40 , 7325 , revised , 0.0 ,
 2014 , 20 , 7133 , draft , 5000.0 ,
 2014 , 00 , 6821 , approved , 250.0 ,
 2015 , 00 , 6822 , approved , 0.0 ,
 2015 , 20 , 7134 , draft , 0.0 ,
 2015 , 45 , 7111 , draft , 0.0 ,
 2014 , 45 , 7112 , draft , 0.0 ,
 2014 , 00 , 6521 , executed , 0.0 ,
 2015 , 40 , 6042 , draft , 0.0 ,
 2015 , 00 , 6522 , executed , 0.0 ,
 2014 , 45 , 7325 , revised , 0.0 ,
 2015 , 45 , 7326 , revised , 4886.64 ,
 2013 , 45 , 6255 , revised , 0.0 ,
 2015 , 35 , 7421 , revised , 0.0 ,
 2014 , 50 , 6691 , approved , 0.0 ,
 2013 , 25 , 6072 , draft , 0.0 ,
 2013 , 20 , 6231 , revised , 0.0 ,
 2014 , 40 , 7321 , revised , 0.0 ,
 2015 , 40 , 7322 , revised , 0.0 ,
 2013 , 30 , 7423 , revised , 0.0 ,
 2014 , 15 , 6644 , executed , 0.0 ,
 2014 , 20 , 6236 , revised , 0.0 ,
 2013 , 80 , 8123 , executed , 0.0 ,
 2014 , 30 , 6484 , revised , 0.0 ,
 2013 , 40 , 7324 , revised , 0.0 ,
 2015 , 20 , 7135 , draft , 0.0 ,
 2015 , 00 , 6823 , approved , 0.0 ,
 2014 , 45 , 7111 , draft , 0.0 ,
 2015 , 45 , 7112 , draft , 0.0 ,
 2014 , 40 , 6042 , draft , 0.0 ,
 2015 , 00 , 6521 , executed , 0.0 ,
 2014 , 00 , 6522 , executed , 0.0 ,
 2014 , 45 , 7326 , revised , 59179.88 ,
 2015 , 45 , 7325 , revised , 0.0 ,
 2013 , 45 , 6254 , revised , 0.0 ,
 2014 , 35 , 7421 , revised , 0.0 ,
 2015 , 50 , 6691 , approved , 0.0 ,
 2013 , 45 , 6041 , draft , 0.0 ,
 2014 , 40 , 7322 , revised , 0.0 ,
 2015 , 40 , 7321 , revised , 0.0 ,
 2013 , 30 , 7422 , revised , 0.0 ,
 2015 , 15 , 6644 , executed , 0.0 ,
 2015 , 20 , 6236 , revised , 0.0 ,
 2015 , 30 , 6484 , revised , 0.0 ,
 2013 , 40 , 7323 , revised , 0.0 ,
 2014 , 20 , 7135 , draft , 135000.0 ,
 2014 , 00 , 6823 , approved , 0.0 ,
 2014 , 25 , 7134 , draft , 0.0 ,
 2013 , 25 , 7131 , draft , 0.0 ,
 2015 , 25 , 7133 , draft , 0.0 ,
 2015 , 10 , 6643 , executed , 40314.39 ,
